inlier,x,y,X,Y,Z,conf
0.0,134.0,34.0,78.13756239414215,102.62448310852051,-1.5944552421569824,0.07938552647829056
0.0,138.0,34.0,78.82864302396774,102.2195873260498,-7.083832263946533,0.13586394488811493
0.0,130.0,38.0,74.04122710227966,115.22271156311035,3.552494546280286,0.07051705569028854
0.0,134.0,38.0,74.37726879119873,114.81124639511108,-0.672892848147967,0.08267311751842499
0.0,138.0,38.0,74.61230611801147,113.75973320007324,-6.076816776885607,0.07883325964212418
0.0,138.0,38.0,77.40897691249847,102.68754386901855,-4.094278901815414,0.08771686255931854
0.0,142.0,38.0,74.48619961738586,113.29960870742798,-7.9902336393734,0.0879327654838562
0.0,142.0,38.0,77.74852633476257,102.44273853302002,-7.595737457275391,0.10139452666044235
0.0,134.0,42.0,76.13730585575104,114.18708324432373,2.7557821477512334,0.09009845554828644
1.0,370.0,78.0,79.36443901062012,109.19154262542725,6.420010348663709,0.06783748418092728
1.0,370.0,78.0,78.8668172955513,106.71274518966675,14.501296997070312,0.0426664799451828
1.0,374.0,78.0,79.44413685798645,109.22163009643555,4.635488292084119,0.048207927495241165
1.0,374.0,78.0,79.14786422252655,104.47784328460693,13.308754920959473,0.05322221294045448
0.0,378.0,78.0,79.41487979888916,107.46247100830078,2.710485955582044,0.05337561294436455
0.0,378.0,78.0,78.82860141992569,103.12605667114258,11.287565231323242,0.07896648347377777
1.0,378.0,78.0,79.79037076234818,102.81194305419922,1.0901165008544922,0.10330598801374435
1.0,382.0,78.0,79.71262404322624,100.04644632339478,1.7888107299804688,0.2151658833026886
1.0,386.0,78.0,80.36480855941772,97.71134042739868,-0.20147132873535156,0.12447229772806168
1.0,366.0,82.0,76.36752861738205,111.58231210708618,9.11135794769325,0.09317100793123245
1.0,366.0,82.0,77.6247076690197,107.65709686279297,17.358596801757812,0.15933820605278015
1.0,370.0,82.0,79.3116888999939,102.6658148765564,16.107836723327637,0.4599693715572357
1.0,374.0,82.0,78.9407120347023,100.48769640922546,15.31566572189331,0.5667550563812256
1.0,378.0,82.0,77.98175502289087,97.79896932840347,13.932971000671387,0.5859244465827942
1.0,382.0,82.0,77.63853126764297,94.76427960395813,13.629433631896973,0.35731133818626404
1.0,382.0,82.0,79.39815260469913,94.29013502597809,6.247646331787109,0.5395183563232422
1.0,386.0,82.0,79.52124986052513,91.41760063171387,4.39897346496582,0.7792842984199524
1.0,390.0,82.0,79.75751161575317,88.78403425216675,1.305826187133789,0.8349066376686096
1.0,394.0,82.0,78.31833273172379,85.28932189941406,-2.535571575164795,0.7004907727241516
1.0,398.0,82.0,76.67129468917847,82.6978588104248,-7.343267202377319,0.3052830398082733
1.0,362.0,86.0,74.82678151130676,114.77967357635498,10.891629477844617,0.05987107381224632
1.0,362.0,86.0,74.70647025108337,109.61475276947021,20.193125247955322,0.08176424354314804
1.0,366.0,86.0,74.86448955535889,104.50165319442749,19.73324942588806,0.6159489750862122
1.0,370.0,86.0,75.90060520172119,100.32485890388489,19.814114332199097,0.8242809176445007
1.0,374.0,86.0,75.57567572593689,96.05658054351807,19.448328733444214,0.8669291734695435
1.0,378.0,86.0,75.25612783432007,93.65402936935425,18.44343614578247,0.8226429224014282
1.0,382.0,86.0,75.30576658248901,90.12279319763184,17.634745121002197,0.7182523608207703
1.0,386.0,86.0,75.48606014251709,87.44281101226807,16.35944700241089,0.5276063680648804
1.0,386.0,86.0,78.61373960971832,86.77975606918335,7.080801010131836,0.3028211295604706
1.0,390.0,86.0,74.60614490509033,80.26115989685059,8.830814361572266,0.552403450012207
1.0,394.0,86.0,74.335294008255,76.9802074432373,5.54011082649231,0.8002701997756958
1.0,398.0,86.0,74.92845058441162,73.47269916534424,1.6510355472564697,0.7304859757423401
1.0,402.0,86.0,73.94553995132446,69.84116768836975,-2.867457389831543,0.41444697976112366
1.0,358.0,90.0,72.75168418884277,117.12782299518585,11.703566809997938,0.06271415948867798
1.0,358.0,90.0,73.16523170471191,112.37499237060547,20.00337052345276,0.039648644626140594
1.0,362.0,90.0,71.87579679489136,107.46508026123047,21.58609652519226,0.4340541660785675
1.0,366.0,90.0,71.39718437194824,103.4882493019104,22.401404917240143,0.8207151889801025
1.0,370.0,90.0,70.83871507644653,97.62097239494324,24.3701012134552,0.9065057635307312
1.0,374.0,90.0,71.2768144607544,92.88697338104248,23.27543592453003,0.888784646987915
1.0,378.0,90.0,71.09274625778198,90.28363704681396,21.530168533325195,0.8751860857009888
1.0,382.0,90.0,71.62717628479004,88.00815486907959,19.29792881011963,0.7838080525398254
1.0,386.0,90.0,71.46337878704071,81.34677028656006,13.975160598754883,0.3545241355895996
1.0,386.0,90.0,71.71156454086304,85.97144889831543,17.253507137298584,0.43466174602508545
1.0,390.0,90.0,70.93732249736786,78.57476139068604,13.340603828430176,0.7471988797187805
1.0,394.0,90.0,71.45216464996338,75.54000663757324,11.433623313903809,0.8128027319908142
1.0,398.0,90.0,71.15386939048767,71.77994680404663,8.90827989578247,0.8133401274681091
1.0,402.0,90.0,70.41932892799377,67.97210711240768,5.356869101524353,0.6727885603904724
1.0,406.0,90.0,69.60846734046936,66.427092730999,-0.8357954025268555,0.29296088218688965
0.0,358.0,94.0,69.75660943984985,118.23102867603302,9.792594214783094,0.09692161530256271
1.0,358.0,94.0,65.66170310974121,113.99914610385895,18.401757955551147,0.18982338905334473
1.0,362.0,94.0,69.2614803314209,107.48690032958984,23.1173737347126,0.44259560108184814
1.0,362.0,94.0,68.214111328125,109.36702680587769,20.385818302631378,0.3438260853290558
1.0,366.0,94.0,67.5298843383789,102.20241808891296,25.385191917419434,0.7153932452201843
1.0,370.0,94.0,66.06136226654053,94.85012578964233,26.394640922546387,0.82130366563797
1.0,374.0,94.0,66.39228630065918,91.6551604270935,25.15257167816162,0.7605197429656982
1.0,378.0,94.0,67.3590669631958,89.01016044616699,22.917860992252827,0.6533457636833191
1.0,382.0,94.0,66.48175430297852,84.372802734375,21.208759784698486,0.24843448400497437
1.0,382.0,94.0,68.25400447845459,85.92975044250488,20.331552982330322,0.4707404375076294
1.0,386.0,94.0,65.68423271179199,81.78918790817261,18.787466049194336,0.260383665561676
1.0,386.0,94.0,67.5190782546997,80.6545352935791,16.08957862854004,0.4107057452201843
1.0,390.0,94.0,67.1607027053833,78.16884517669678,15.482864379882812,0.6725461483001709
1.0,394.0,94.0,66.77774477005005,74.42137479782104,14.809276580810547,0.7953608632087708
1.0,398.0,94.0,66.57401895523071,70.38068866729736,13.03010082244873,0.8236553072929382
1.0,402.0,94.0,66.5186095237732,66.86618237197399,10.101388931274414,0.761508047580719
1.0,406.0,94.0,65.07512712478638,64.24156475067139,4.30051252245903,0.6127704381942749
1.0,354.0,98.0,61.61643886566162,116.73073315620422,17.345499277114868,0.07801542431116104
1.0,358.0,98.0,61.66434097290039,114.71696376800537,17.939173936843872,0.43403059244155884
1.0,362.0,98.0,63.499449253082275,107.38178539276123,22.722342371940613,0.6896414756774902
1.0,366.0,98.0,64.4930009841919,101.71374201774597,27.544816493988037,0.3540114164352417
1.0,366.0,98.0,63.079155921936035,101.36479473114014,26.31912660598755,0.5167840123176575
1.0,370.0,98.0,61.863160133361816,95.14174365997314,26.120527863502502,0.3478114902973175
1.0,370.0,98.0,63.26712131500244,95.65310215950012,27.137717723846436,0.4161968231201172
1.0,374.0,98.0,63.375046730041504,91.4432692527771,25.524854063987732,0.5527619123458862
1.0,374.0,98.0,65.01803493499756,92.39205169677734,25.657570838928223,0.3012370467185974
1.0,378.0,98.0,63.39845275878906,87.91823899745941,23.78890734910965,0.6145291924476624
1.0,382.0,98.0,64.1276330947876,84.18098020553589,21.409424543380737,0.6363649368286133
1.0,386.0,98.0,62.97254943847656,81.13637447357178,18.34176206588745,0.6838712692260742
1.0,390.0,98.0,62.11241340637207,79.25025367736816,16.09550666809082,0.5129916667938232
1.0,390.0,98.0,64.12534713745117,77.7556562423706,15.552393913269043,0.3075847923755646
1.0,394.0,98.0,63.40683460235596,74.3472113609314,15.100810050964355,0.5646417737007141
1.0,398.0,98.0,62.82947063446045,70.49396514892578,14.530332565307617,0.6829016208648682
1.0,402.0,98.0,62.92445087432861,66.36470711231232,12.731849670410156,0.6391581296920776
1.0,406.0,98.0,62.17084217071533,64.27508497238159,7.106337070465088,0.6335207223892212
1.0,410.0,98.0,62.49659729003906,63.01806449890137,0.6623055934906006,0.31116220355033875
1.0,354.0,102.0,57.2219517827034,117.40493845939636,16.966833114624023,0.1180419847369194
1.0,358.0,102.0,56.22912049293518,115.05066585540771,19.17313778400421,0.44007936120033264
1.0,362.0,102.0,56.17825639247894,107.2266354560852,24.89840841293335,0.7897566556930542
1.0,366.0,102.0,57.45817703008652,100.87037372589111,26.975615978240967,0.7038505673408508
1.0,370.0,102.0,57.29036331176758,97.40459823608398,26.536253929138184,0.7284006476402283
1.0,374.0,102.0,59.183194160461426,92.4190878868103,25.484365344047546,0.8266441226005554
1.0,378.0,102.0,59.98382568359375,87.45657807588577,23.802192360162735,0.7587264776229858
1.0,382.0,102.0,59.95221519470215,84.19362568855286,21.978148221969604,0.7382344603538513
1.0,386.0,102.0,58.93855381011963,81.29708433151245,18.631979942321777,0.8210486173629761
1.0,390.0,102.0,57.92430830001831,79.5630259513855,16.283692359924316,0.7610002756118774
1.0,394.0,102.0,56.270559310913086,78.43399715423584,14.589048385620117,0.3399970233440399
1.0,394.0,102.0,57.52005100250244,74.7584638595581,14.94846248626709,0.42619970440864563
1.0,398.0,102.0,58.31223392486572,70.95152425765991,13.345322251319885,0.7578722238540649
1.0,402.0,102.0,58.94311046600342,66.31606864929199,11.02253770828247,0.8231858611106873
1.0,406.0,102.0,57.54100513458252,63.12579983472824,6.6728596687316895,0.7436302304267883
1.0,410.0,102.0,54.3104567527771,61.72691512107849,2.4214391708374023,0.3955835700035095
1.0,514.0,102.0,67.04280948638916,-60.90363883972168,5.683382034301758,0.059707459062337875
0.0,514.0,102.0,62.668673515319824,-54.10455894470215,3.9445966482162476,0.06975990533828735
1.0,518.0,102.0,67.11692714691162,-63.5268440246582,5.753545761108398,0.18693111836910248
1.0,522.0,102.0,67.88622570037842,-66.4387617111206,7.580308437347412,0.2978661060333252
1.0,526.0,102.0,68.99980282783508,-71.46987009048462,8.733846664428711,0.2816835641860962
1.0,530.0,102.0,70.7111383676529,-77.26235595345497,9.945571422576904,0.22111907601356506
1.0,534.0,102.0,71.05238342285156,-80.55317544937134,10.976598262786865,0.12815029919147491
1.0,538.0,102.0,71.42457139492035,-83.61361694335938,12.097733736038208,0.09048179537057877
1.0,542.0,102.0,71.38178360462189,-86.985764503479,14.215876460075378,0.07553455978631973
1.0,354.0,106.0,52.43829154968262,117.99485778808594,17.423606634140015,0.08583608269691467
1.0,358.0,106.0,49.68194389343262,115.43381488323212,20.467391580343246,0.2748754024505615
1.0,362.0,106.0,50.16487789154053,107.68280267715454,24.52095675468445,0.617150604724884
1.0,366.0,106.0,52.377532958984375,101.39167213439941,26.54654026031494,0.5525945425033569
1.0,370.0,106.0,54.57218551635742,98.00633907318115,26.56424307823181,0.7837163805961609
1.0,374.0,106.0,55.00821542739868,92.91823053359985,25.505512356758118,0.8455797433853149
1.0,378.0,106.0,55.69698619842529,87.22044688463211,24.35142494738102,0.804612398147583
1.0,382.0,106.0,56.33826780319214,83.62984347343445,21.896173238754272,0.8164445161819458
1.0,386.0,106.0,55.15948677062988,81.06770420074463,18.574193000793457,0.8729487657546997
1.0,390.0,106.0,53.63855767250061,79.45665502548218,16.437500476837158,0.7796553373336792
1.0,394.0,106.0,54.21780443191528,73.57578563690186,14.855717897415161,0.727361798286438
1.0,398.0,106.0,54.98576593399048,69.6672716140747,13.236297249794006,0.9162850379943848
1.0,402.0,106.0,55.342976093292236,65.62128710746765,10.854186058044434,0.9197859764099121
1.0,406.0,106.0,54.097129344940186,62.13422465324402,7.6051249504089355,0.8837874531745911
1.0,410.0,106.0,51.57886552810669,59.859532833099365,2.5052928924560547,0.6514025926589966
1.0,414.0,106.0,50.356444358825684,57.75185537338257,-2.186814308166504,0.07287393510341644
0.0,414.0,106.0,49.09599947929382,58.31434631347656,0.20020389556884766,0.04582153260707855
1.0,502.0,106.0,60.245253801345825,-44.13102912902832,7.164025902748108,0.16410934925079346
1.0,506.0,106.0,61.577351808547974,-50.42862796783447,8.276860356330872,0.28803324699401855
1.0,510.0,106.0,64.15324592590332,-58.885812759399414,11.04226303100586,0.14497290551662445
1.0,510.0,106.0,62.16021776199341,-53.89554786682129,9.049151539802551,0.2144756317138672
1.0,510.0,106.0,64.06482410430908,-54.549973487854004,15.008047103881836,0.1107383519411087
1.0,514.0,106.0,63.98617076873779,-61.99373912811279,12.089741706848145,0.3683682680130005
1.0,518.0,106.0,64.25245428085327,-64.5629014968872,13.890967845916748,0.5233317017555237
1.0,522.0,106.0,64.71376037597656,-67.47285270690918,15.07569631934166,0.5636581182479858
1.0,526.0,106.0,66.6586217880249,-71.83901643753052,17.2701758146286,0.5633052587509155
1.0,530.0,106.0,69.06466507911682,-76.9385259449482,20.290643215179443,0.6066159605979919
1.0,534.0,106.0,70.08039569854736,-81.36767053604126,22.407459259033203,0.5651159882545471
1.0,538.0,106.0,70.4400931596756,-85.4104642868042,22.994821071624756,0.4817359447479248
1.0,542.0,106.0,71.19617712497711,-89.27122402191162,22.95579195022583,0.408244252204895
1.0,546.0,106.0,71.65581756830215,-93.26294136047363,21.553411960601807,0.3801681399345398
1.0,550.0,106.0,71.56730270385742,-95.63750457763672,20.6809663772583,0.3461437225341797
1.0,554.0,106.0,71.36764538288116,-98.05511665344238,18.863121032714844,0.2275826781988144
1.0,558.0,106.0,70.96005249023438,-103.68075180053711,9.464275360107422,0.269652783870697
1.0,562.0,106.0,70.51722621917725,-106.68551826477051,6.064801216125488,0.22367903590202332
1.0,566.0,106.0,70.56468296051025,-109.29945182800293,1.095019854605198,0.09517368674278259
1.0,354.0,110.0,47.61151695251465,116.76159310340881,18.807602643966675,0.11580295860767365
1.0,358.0,110.0,45.71950912475586,113.4529102370143,21.71173471212387,0.2549409866333008
1.0,362.0,110.0,46.37136745452881,106.68172359466553,24.93621039390564,0.46388962864875793
1.0,366.0,110.0,49.24765408039093,100.86433982849121,26.03524649143219,0.3484988212585449
1.0,366.0,110.0,47.8738431930542,101.23278617858887,27.04917049407959,0.29520294070243835
1.0,370.0,110.0,49.57674151659012,98.3404426574707,26.16706871986389,0.7745662331581116
1.0,374.0,110.0,49.506560266017914,92.83140420913696,25.867008209228516,0.863230288028717
1.0,378.0,110.0,50.00480307638645,87.30398720502853,25.043855845928192,0.8713792562484741
1.0,382.0,110.0,50.9098094701767,82.9211642742157,21.559147357940674,0.9257822632789612
1.0,386.0,110.0,50.05093592405319,80.3903546333313,18.36639928817749,0.9365663528442383
1.0,390.0,110.0,48.850542306900024,78.52532720565796,16.553344249725342,0.6671541929244995
1.0,394.0,110.0,51.206958055496216,72.40575885772705,14.862602233886719,0.8798710107803345
1.0,398.0,110.0,51.61307334899902,68.44143724441528,13.454111337661743,0.9541275501251221
1.0,402.0,110.0,51.491629123687744,64.56193542480469,11.302610337734222,0.9425461888313293
1.0,406.0,110.0,50.32374024391174,60.76851487159729,8.645275354385376,0.9106717109680176
1.0,410.0,110.0,48.425986997783184,58.011855602264404,4.554490566253662,0.7843066453933716
1.0,414.0,110.0,47.3628716468811,55.20959031581879,0.20273590087890625,0.18788361549377441
1.0,414.0,110.0,46.96609950065613,55.80501937866211,1.6178293228149414,0.27806511521339417
1.0,446.0,110.0,54.018924832344055,16.07942771911621,3.310035228729248,0.05478186160326004
1.0,446.0,110.0,51.46460962295532,13.559746742248535,4.145703315734863,0.05698651075363159
