inlier,x,y,X,Y,Z,conf
1.0,330.0,194.0,78.7706278860569,88.87592649459839,-5.200861930847168,0.12237673252820969
1.0,334.0,194.0,78.54909986257553,91.3511654138565,-10.34201955795288,0.11801727861166
1.0,338.0,194.0,78.08422589302063,93.41748595237732,-13.581981658935547,0.122224822640419
1.0,342.0,194.0,75.40646743774414,96.4142541885376,-22.164124965667725,0.13896986842155457
1.0,342.0,194.0,77.48197770118713,97.4395112991333,-15.365943908691406,0.14776499569416046
1.0,346.0,194.0,73.25455284118652,102.25872993469238,-23.034889578819275,0.19170524179935455
1.0,350.0,194.0,73.84031987190247,113.58249139785767,-12.984095314635852,0.11173753440380096
1.0,350.0,194.0,72.58158779144287,107.40622138977051,-23.36592298746109,0.09000764787197113
1.0,354.0,194.0,74.8081305027008,114.75207185745239,-13.090446213378527,0.18735606968402863
1.0,322.0,198.0,73.62795048952103,74.51852893829346,-5.993435859680176,0.1497747153043747
1.0,326.0,198.0,76.77074790000916,81.70629978179932,-6.484750270843506,0.18442459404468536
1.0,330.0,198.0,76.52364659309387,84.68640422821045,-9.784449577331543,0.384284645318985
1.0,334.0,198.0,74.39587306976318,86.06627184152603,-19.48509931564331,0.3404499292373657
1.0,334.0,198.0,76.59522700309753,87.75130796432495,-11.625929355621338,0.3042549788951874
1.0,338.0,198.0,73.08893775939941,89.801589012146,-22.17872190475464,0.5923998355865479
1.0,342.0,198.0,71.55280494689941,93.55501794815063,-23.85118216276169,0.7433645129203796
1.0,346.0,198.0,68.98272323608398,99.42221450805664,-24.791372776031494,0.7885401844978333
1.0,350.0,198.0,67.6766710281372,104.06611442565918,-24.708188861608505,0.6114289164543152
1.0,354.0,198.0,68.60740756988525,109.20183563232422,-23.33220684528351,0.2653692662715912
1.0,354.0,198.0,63.694228172302246,115.49254655838013,-19.19614315032959,0.22130563855171204
0.0,358.0,198.0,72.32541036605835,115.36356544494629,-14.025549629821398,0.13422393798828125
1.0,322.0,202.0,71.4985191822052,70.64442896842957,-7.6428022384643555,0.3687620162963867
1.0,326.0,202.0,72.24456217885017,73.32899856567383,-10.406951904296875,0.43032893538475037
1.0,330.0,202.0,71.55010175704956,80.74264001846313,-15.652891159057617,0.6085842251777649
1.0,334.0,202.0,70.3102970123291,83.90283155441284,-18.727936267852783,0.8072029948234558
1.0,338.0,202.0,68.03972625732422,87.21496529877186,-22.019835948944092,0.8771841526031494
1.0,342.0,202.0,65.46661496162415,91.06475019454956,-24.67112883925438,0.8867493271827698
1.0,346.0,202.0,62.97137290239334,97.68821334838867,-25.953068256378174,0.8536204695701599
1.0,350.0,202.0,62.729622185230255,103.40231513977051,-25.85599648952484,0.7610837817192078
1.0,354.0,202.0,63.98744320869446,107.9361801147461,-24.882205426692963,0.38179314136505127
1.0,354.0,202.0,59.6037540435791,115.39926528930664,-18.062927722930908,0.316782146692276
1.0,358.0,202.0,67.71294689178467,111.96301078796387,-22.856122374534607,0.08309252560138702
1.0,358.0,202.0,61.6500301361084,116.40984869003296,-18.42717456817627,0.1642690747976303
1.0,318.0,206.0,66.62921285629272,65.13029074668884,-3.9693126678466797,0.39274030923843384
1.0,322.0,206.0,67.19492387771606,67.06859640334733,-8.3015775680542,0.7766313552856445
1.0,326.0,206.0,68.10637760162354,70.94979238510132,-12.281062126159668,0.5692406296730042
1.0,330.0,206.0,66.18446016311646,78.52141666412354,-14.581734657287598,0.8765340447425842
1.0,334.0,206.0,65.172611951828,82.07460260391235,-18.110076427459717,0.9273385405540466
1.0,338.0,206.0,63.17990553379059,86.28919023275375,-21.71631407737732,0.9347528219223022
1.0,342.0,206.0,60.95938777923584,89.81958079338074,-24.29521660786122,0.9311522841453552
1.0,346.0,206.0,58.00553798675537,95.91081428527832,-26.27114987373352,0.8997200131416321
1.0,350.0,206.0,57.211331844329834,102.06487560272217,-25.990463852882385,0.7969661951065063
1.0,354.0,206.0,58.70027160644531,106.94030380249023,-25.642861247062683,0.41916996240615845
1.0,354.0,206.0,54.902729988098145,112.41400337219238,-20.19595241546631,0.40628549456596375
1.0,358.0,206.0,55.86767244338989,115.39009046554565,-17.985031127929688,0.44068479537963867
1.0,362.0,206.0,57.94555473327637,117.30004215240479,-16.565281867980957,0.09499054402112961
1.0,318.0,210.0,62.821871757507324,62.11030387878418,-4.574671745300293,0.6116986870765686
1.0,322.0,210.0,63.3289909362793,64.52846169471741,-10.660183906555176,0.785354495048523
1.0,326.0,210.0,63.14237502217293,69.72444725036621,-11.903497695922852,0.30918586254119873
1.0,326.0,210.0,63.36403942108154,68.89687275886536,-14.4417142868042,0.5523926615715027
1.0,330.0,210.0,61.24903345108032,76.42089080810547,-14.265349388122559,0.9071842432022095
1.0,334.0,210.0,59.97435545921326,80.90028238296509,-17.740087509155273,0.9364519715309143
1.0,338.0,210.0,57.8792200088501,85.36283111572266,-21.11533498764038,0.9165549278259277
1.0,342.0,210.0,56.67619800567627,89.8151204586029,-24.278371216962114,0.9042670130729675
1.0,346.0,210.0,54.993178367614746,93.89542007446289,-25.883973240852356,0.8496344089508057
1.0,350.0,210.0,53.07311153411865,99.79534149169922,-25.543787598609924,0.7770654559135437
1.0,354.0,210.0,54.329129219055176,104.3880615234375,-25.13604301214218,0.4927513599395752
1.0,354.0,210.0,52.47534942626953,110.28177738189697,-21.766273498535156,0.33974510431289673
1.0,358.0,210.0,50.58906292915344,114.18493795394897,-19.125757217407227,0.6148319244384766
1.0,362.0,210.0,52.67597579956055,118.47410559654236,-15.003204345703125,0.12392204999923706
1.0,314.0,214.0,61.603363037109375,61.9103798866272,2.1572426557540894,0.083452008664608
1.0,314.0,214.0,58.48566150665283,62.03221261501312,4.10966682434082,0.09507732838392258
1.0,318.0,214.0,58.679311752319336,60.98036575317383,-3.185594081878662,0.4643833637237549
1.0,322.0,214.0,58.38880920410156,63.11190319061279,-10.505715370178223,0.5735018849372864
1.0,326.0,214.0,57.60209083557129,66.46748542785645,-13.07315731048584,0.23883502185344696
1.0,326.0,214.0,60.12081027030945,67.45676612854004,-11.431117057800293,0.2878601551055908
1.0,326.0,214.0,58.89576244354248,68.84513700008392,-16.595194816589355,0.2184932380914688
1.0,326.0,214.0,55.9393253326416,69.18358421325684,-12.299625396728516,0.16081452369689941
1.0,330.0,214.0,56.94327211380005,73.38561725616455,-13.356437683105469,0.5811704993247986
1.0,330.0,214.0,55.85065841674805,73.76068449020386,-14.387792348861694,0.33359494805336
1.0,334.0,214.0,53.985713958740234,78.88989639282227,-17.565093994140625,0.5118522047996521
1.0,334.0,214.0,53.451053619384766,79.76060505956411,-17.584215819835663,0.43771854043006897
1.0,338.0,214.0,52.53921031951904,83.76360368728638,-20.786664962768555,0.5245622396469116
1.0,338.0,214.0,50.989118576049805,84.18782615661621,-20.36626625061035,0.41183215379714966
1.0,342.0,214.0,51.80342960357666,88.70490384101868,-23.70692938566208,0.6306104063987732
1.0,346.0,214.0,50.4195442199707,93.54049396514893,-26.36395812034607,0.6381526589393616
1.0,350.0,214.0,49.23017978668213,97.57798290252686,-25.352097392082214,0.5734097361564636
1.0,354.0,214.0,45.27590751647949,105.27010869979858,-25.270232915878296,0.3343689441680908
1.0,354.0,214.0,49.4323673248291,102.62292957305908,-24.94612228870392,0.36530083417892456
1.0,354.0,214.0,48.859831757843494,109.28469467163086,-22.282014846801758,0.19267834722995758
1.0,358.0,214.0,45.99394345283508,111.94226837158203,-21.475522994995117,0.5482162833213806
1.0,362.0,214.0,47.78226053714752,116.81200456619263,-17.34938097000122,0.31873753666877747
1.0,314.0,218.0,52.797800064086914,59.748881816864014,3.4856033325195312,0.24724194407463074
1.0,318.0,218.0,53.39999580383301,60.02298402786255,-3.666133403778076,0.5358039140701294
1.0,322.0,218.0,53.63657093048096,62.5565185546875,-8.088902711868286,0.8454035520553589
1.0,326.0,218.0,52.87382888793945,65.86421489715576,-13.056650638580322,0.6699283123016357
1.0,330.0,218.0,52.90366077423096,70.92330169677734,-14.530081272125244,0.8403284549713135
1.0,334.0,218.0,49.98377799987793,78.51066529750824,-17.373752668499947,0.9029576778411865
1.0,338.0,218.0,48.50685119628906,82.7751715183258,-19.8992018699646,0.8697997331619263
1.0,342.0,218.0,46.88137722015381,85.91248512268066,-22.837459564208984,0.796405017375946
1.0,346.0,218.0,44.080445289611816,90.51434993743896,-24.81885862350464,0.6819057464599609
1.0,350.0,218.0,41.22310256958008,99.11545848846436,-24.938741743564606,0.33187368512153625
1.0,350.0,218.0,43.30397033691406,94.67291259765625,-25.98398494720459,0.3641066253185272
1.0,354.0,218.0,41.47068214416504,103.1178388595581,-25.427897930145264,0.7635728120803833
1.0,358.0,218.0,40.415799140930176,108.8606858253479,-24.011136263608932,0.7686058878898621
1.0,362.0,218.0,37.8347225189209,115.68946313858032,-20.280312538146973,0.24908998608589172
1.0,362.0,218.0,40.25711631774902,115.9738712310791,-18.3837308883667,0.28152093291282654
0.0,366.0,218.0,43.463361740112305,119.75252342224121,-14.782936573028564,0.09290070831775665
1.0,310.0,222.0,48.749267578125,54.61535406112671,1.3951177597045898,0.12471532821655273
0.0,310.0,222.0,48.45044894516468,58.35054969787598,5.74735689163208,0.12485766410827637
1.0,314.0,222.0,48.049057483673096,56.27571964263916,0.015626907348632812,0.5915677547454834
1.0,318.0,222.0,49.13064432144165,58.126230239868164,-3.5459957122802734,0.8543805480003357
1.0,322.0,222.0,48.896620750427246,62.38123035430908,-9.520240485668182,0.9273650050163269
1.0,326.0,222.0,48.714791774749756,65.98654556274414,-12.642277717590332,0.8145642280578613
1.0,330.0,222.0,47.190443992614746,70.0223274230957,-14.665143489837646,0.8042969107627869
1.0,334.0,222.0,45.17338466644287,76.90022110939026,-17.177424043416977,0.9256053566932678
1.0,338.0,222.0,43.685755252838135,81.13080143928528,-19.07728600502014,0.8965761065483093
1.0,342.0,222.0,41.70620584487915,84.79751205444336,-22.129363536834717,0.8586029410362244
1.0,346.0,222.0,38.85070392489433,89.01401138305664,-24.79568338394165,0.7473222017288208
1.0,350.0,222.0,38.24235859513283,92.54039764404297,-25.8990535736084,0.5356957912445068
1.0,354.0,222.0,35.84712028503418,100.76401901245117,-25.31907856464386,0.736178994178772
1.0,358.0,222.0,34.06629657745361,107.66329908370972,-24.672980308532715,0.8210393190383911
1.0,362.0,222.0,32.46575927734375,114.97344493865967,-20.02362060546875,0.5640326142311096
1.0,366.0,222.0,29.358034133911133,120.34845638275146,-16.626893520355225,0.0697837620973587
1.0,366.0,222.0,35.55136013031006,120.2055172920227,-13.699084043502808,0.09161248058080673
1.0,286.0,226.0,53.23483707755804,8.36806583404541,-0.6044597625732422,0.13482797145843506
1.0,290.0,226.0,53.69695422053337,12.097010612487793,-0.5229828357696533,0.20260418951511383
1.0,294.0,226.0,53.55166643857956,17.799896240234375,-1.0406484603881836,0.0912974402308464
1.0,294.0,226.0,50.266894578933716,19.14344882965088,0.49863481521606445,0.17865318059921265
1.0,298.0,226.0,48.6381721496582,25.34218394756317,0.4303750991821289,0.2060895413160324
1.0,302.0,226.0,46.75792348384857,31.14227867126465,0.10973930358886719,0.2619202435016632
1.0,306.0,226.0,45.84735655784607,46.158268451690674,-0.7442245483398438,0.2964237332344055
1.0,306.0,226.0,44.023706912994385,36.28395652770996,-0.25723838806152344,0.19677144289016724
1.0,310.0,226.0,45.954097270965576,47.40719032287598,-1.5007495880126953,0.6436188817024231
1.0,314.0,226.0,45.94009494781494,51.69046425819397,-3.5291242599487305,0.8499561548233032
1.0,318.0,226.0,45.34099531173706,55.69826555252075,-6.996882200241089,0.9113898277282715
1.0,322.0,226.0,44.52667236328125,60.0218505859375,-11.117425799369812,0.9253984689712524
1.0,326.0,226.0,43.340840458869934,63.77604007720947,-13.381423711776733,0.8871968984603882
